ECG,EDA,Photosensor,RSP
-0.218338013,13.173064,5,0.828887939
-0.087554932,13.17214847,5,0.833740234
-0.012756348,13.17153812,5,0.838562012
0.010421753,13.17214847,5,0.843719482
0.021987915,13.17245365,5,0.848632813
0.023391724,13.17336917,5,0.853485107
0.034225464,13.17214847,5,0.858581543
0.034667969,13.17199588,5,0.863952637
0.036346436,13.17352176,5,0.869049072
0.035720825,13.17275882,5,0.874237061
0.044281006,13.173064,5,0.880157471
0.047424316,13.17275882,5,0.885742188
0.056350708,13.17169071,5,0.891784668
0.060348511,13.17245365,5,0.898010254
0.074066162,13.17214847,5,0.90411377
0.085601807,13.17169071,5,0.910522461
0.100219727,13.17260623,5,0.917633057
0.113052368,13.17214847,5,0.92401123
0.12739563,13.17214847,5,0.931243896
0.126022339,13.17230106,5,0.938232422
0.128295898,13.17245365,5,0.944976807
0.108535767,13.17275882,5,0.952178955
0.061630249,13.17184329,5,0.959564209
-0.009918213,13.17169071,5,0.966339111
-0.078338623,13.17245365,5,0.973419189
-0.135070801,13.17169071,5,0.980255127
-0.168563843,13.17352176,5,0.986907959
-0.187332153,13.17184329,5,0.993835449
-0.189163208,13.17291141,5,1.000823975
-0.187057495,13.17245365,5,1.007598877
-0.171157837,13.17214847,5,1.014282227
-0.154281616,13.17275882,5,1.020965576
-0.137405396,13.17275882,5,1.027618408
-0.125396729,13.17260623,5,1.034118652
-0.108108521,13.17352176,5,1.04107666
-0.096923828,13.17199588,5,1.047973633
-0.080749512,13.17214847,5,1.055023193
-0.069778442,13.17245365,5,1.061889648
-0.056182861,13.16360355,5,1.068878174
-0.050796509,13.16100955,5,1.075836182
-0.047836304,13.15978885,5,1.082885742
-0.040145874,13.15963626,5,1.090332031
-0.032440186,13.15994144,5,1.097625732
-0.02961731,13.16009403,5,1.105010986
-0.026016235,13.16070438,5,1.112731934
-0.026626587,13.16085697,5,1.120269775
-0.02130127,13.15948368,5,1.128265381
-0.020721436,13.15948368,5,1.135864258
-0.014724731,13.16085697,5,1.143768311
-0.01675415,13.16009403,5,1.151580811
-0.014480591,13.1603992,5,1.159820557
-0.01171875,13.16100955,5,1.167510986
-0.011001587,13.16146732,5,1.175811768
-0.011489868,13.16024662,5,1.184204102
-0.00680542,13.15948368,5,1.192321777
-0.00440979,13.16024662,5,1.2003479
0.003173828,13.16009403,5,1.208770752
0.001602173,13.16009403,5,1.217498779
0.002624512,13.15933109,5,1.225830078
-0.000717163,13.16009403,5,1.234069824
0.002624512,13.15994144,5,1.242706299
0.002120972,13.15948368,5,1.251037598
0.002258301,13.16085697,5,1.259246826
-0.000991821,13.16024662,5,1.267364502
0.004470825,13.16070438,5,1.275482178
0.001571655,13.15994144,5,1.283935547
0.002792358,13.1591785,5,1.29208374
0.001022339,13.16055179,5,1.300048828
0.002090454,13.15963626,5,1.307678223
0.001754761,13.16100955,5,1.315612793
0.00340271,13.16024662,5,1.323028564
0.00062561,13.15872074,5,1.330352783
0.006149292,13.16055179,5,1.337921143
0.002197266,13.15948368,5,1.345550537
0.005508423,13.16116214,5,1.352630615
0.012786865,13.16009403,5,1.360351563
0.019104004,13.15994144,5,1.367218018
0.021026611,13.16009403,5,1.374237061
0.037109375,13.14834476,5,1.380981445
0.034667969,13.14880252,5,1.387237549
0.018859863,13.14880252,5,1.394348145
0.000473022,13.14758182,5,1.400238037
-0.005111694,13.14849735,5,1.406066895
-0.008041382,13.14880252,5,1.411743164
-0.005981445,13.14819217,5,1.417510986
-0.010604858,13.14773441,5,1.422729492
-0.009002686,13.14864994,5,1.428039551
-0.011474609,13.14773441,5,1.4324646
-0.027160645,13.14880252,5,1.43649292
-0.061126709,13.14773441,5,1.440246582
0.015975952,13.1491077,5,1.443695068
0.239685059,13.14773441,5,1.447601318
0.549224854,13.14819217,5,1.449615479
0.574859619,13.14880252,5,1.451721191
0.036361694,13.14864994,5,1.453704834
-0.367797852,13.14742923,5,1.453643799
-0.409683228,13.14773441,5,1.456420898
-0.30506897,13.14773441,5,1.456481934
-0.163757324,13.14712406,5,1.456604004
-0.060379028,13.14803958,5,1.45602417
-0.004348755,13.14864994,5,1.45413208
0.010986328,13.14697147,5,1.453735352
0.017196655,13.147887,5,1.451629639
0.02482605,13.14773441,5,1.449554443
0.034683228,13.14819217,5,1.447143555
0.037124634,13.14834476,5,1.444335938
0.042755127,13.14834476,5,1.441070557
0.043518066,13.14803958,5,1.437866211
0.04838562,13.14834476,5,1.433410645
0.054855347,13.14697147,5,1.429382324
0.065292358,13.14697147,5,1.425018311
0.073471069,13.14819217,5,1.420654297
0.087783813,13.14819217,5,1.415771484
0.100891113,13.14895511,5,1.410675049
0.116531372,13.13827396,5,1.405609131
0.126144409,13.13461185,5,1.400177002
0.137466431,13.1364429,5,1.394836426
0.136398315,13.1364429,5,1.388946533
0.124465942,13.13537479,5,1.382781982
0.077819824,13.13629032,5,1.376312256
0.016235352,13.13537479,5,1.369750977
-0.055557251,13.13690067,5,1.362609863
-0.109558105,13.1352222,5,1.355133057
-0.15196228,13.13583255,5,1.34753418
-0.173599243,13.13506961,5,1.339508057
-0.179595947,13.13552738,5,1.331481934
-0.170013428,13.13583255,5,1.323608398
-0.159576416,13.13629032,5,1.315338135
-0.146453857,13.1364429,5,1.307342529
-0.134521484,13.13598514,5,1.298309326
-0.117660522,13.13613773,5,1.289672852
-0.105255127,13.13659549,5,1.280883789
-0.090393066,13.13674808,5,1.272247314
-0.080932617,13.13690067,5,1.263458252
-0.063873291,13.13567996,5,1.254699707
-0.055236816,13.13537479,5,1.246246338
-0.046783447,13.13567996,5,1.237335205
-0.041259766,13.13674808,5,1.228515625
-0.032913208,13.13598514,5,1.22076416
-0.028945923,13.13613773,5,1.21270752
-0.02532959,13.13659549,5,1.204742432
-0.024368286,13.13506961,5,1.196624756
-0.022628784,13.13690067,5,1.189025879
-0.024963379,13.13583255,5,1.181884766
-0.022506714,13.13613773,5,1.1746521
-0.025344849,13.13613773,5,1.168060303
-0.020553589,13.13583255,5,1.161499023
-0.017745972,13.13552738,5,1.154998779
-0.016372681,13.13583255,5,1.148925781
-0.018569946,13.13598514,5,1.14239502
-0.013656616,13.13613773,5,1.13659668
-0.017974854,13.13720584,5,1.130371094
-0.016220093,13.13461185,5,1.124847412
-0.014312744,13.13552738,5,1.119293213
-0.009338379,13.13598514,5,1.113922119
-0.011764526,13.13567996,5,1.108642578
-0.009246826,13.13583255,5,1.10357666
-0.00970459,13.1378162,5,1.098571777
-0.004943848,13.13552738,5,1.093475342
-0.00592041,13.13598514,5,1.08883667
-0.002410889,13.13766361,5,1.08380127
-0.002365112,13.13293338,5,1.078765869
-0.001144409,13.1239307,5,1.073852539
-0.004135132,13.12255741,5,1.068786621
-0.000778198,13.1239307,5,1.06362915
0.000854492,13.12347293,5,1.058776855
0.005325317,13.12423587,5,1.053466797
0.005599976,13.12362552,5,1.048400879
0.011001587,13.12408329,5,1.042907715
0.011535645,13.12255741,5,1.037567139
0.013839722,13.12347293,5,1.03213501
0.010025024,13.12408329,5,1.026306152
0.007461548,13.12423587,5,1.0206604
0.009002686,13.1239307,5,1.015197754
0.018432617,13.12332035,5,1.009399414
0.018188477,13.12347293,5,1.003479004
0.01965332,13.12438846,5,0.998321533
0.026046753,13.12423587,5,0.991973877
0.038391113,13.12301517,5,0.986175537
0.025939941,13.12316776,5,0.98059082
0.007461548,13.12423587,5,0.974822998
-0.005447388,13.12484622,5,0.969512939
-0.010162354,13.12377811,5,0.96383667
-0.01399231,13.12332035,5,0.957855225
-0.012359619,13.12377811,5,0.952484131
-0.012878418,13.1239307,5,0.947174072
-0.010696411,13.12316776,5,0.941589355
-0.032592773,13.12301517,5,0.936248779
-0.062438965,13.1239307,5,0.930297852
0.005981445,13.1239307,5,0.925170898
0.218536377,13.12347293,5,0.920196533
0.525177002,13.12347293,5,0.914825439
0.57194519,13.12316776,5,0.909576416
0.055786133,13.12469364,5,0.904602051
-0.348876953,13.12270999,5,0.899200439
-0.401657104,13.1239307,5,0.894378662
-0.26574707,13.12438846,5,0.890106201
-0.119308472,13.1239307,5,0.885559082
-0.02571106,13.12438846,5,0.88104248
0.003860474,13.12484622,5,0.876708984
0.01751709,13.12423587,5,0.872406006
0.022613525,13.12362552,5,0.869018555
0.031768799,13.12270999,5,0.865081787
0.029907227,13.12347293,5,0.8621521
0.037033081,13.12316776,5,0.857971191
0.038284302,13.12286258,5,0.854919434
0.041824341,13.12301517,5,0.851989746
0.044143677,13.12408329,5,0.84866333
0.054290771,13.12332035,5,0.845855713
0.061264038,13.12438846,5,0.842803955
0.076339722,13.11401248,5,0.840667725
0.08581543,13.11187625,5,0.838378906
0.098205566,13.11065555,5,0.835998535
0.108413696,13.11218143,5,0.83404541
0.123504639,13.11172367,5,0.832122803
0.127639771,13.11233402,5,0.8309021
0.129013062,13.11202884,5,0.829162598
0.113128662,13.11141849,5,0.827209473
0.075363159,13.11202884,5,0.825805664
0.011108398,13.11096073,5,0.824127197
-0.058288574,13.1112659,5,0.821716309
-0.117706299,13.11141849,5,0.820068359
-0.156143188,13.11141849,5,0.818145752
-0.177947998,13.11096073,5,0.815887451
-0.181594849,13.11218143,5,0.813751221
-0.181091309,13.11111331,5,0.811401367
-0.168411255,13.11202884,5,0.809112549
-0.153930664,13.11096073,5,0.806732178
-0.136505127,13.1112659,5,0.803955078
-0.123123169,13.11096073,5,0.80178833
-0.109298706,13.1112659,5,0.799102783
-0.100585938,13.11218143,5,0.796783447
-0.085388184,13.11172367,5,0.794433594
-0.073730469,13.11294437,5,0.792022705
-0.063659668,13.11187625,5,0.789642334
-0.054794312,13.11187625,5,0.78729248
-0.043792725,13.11172367,5,0.784667969
-0.034423828,13.1112659,5,0.782592773
-0.028717041,13.11263919,5,0.780639648
-0.028213501,13.11172367,5,0.778106689
-0.02305603,13.1100452,5,0.776184082
-0.022674561,13.11157108,5,0.77444458
-0.023269653,13.11218143,5,0.77243042
-0.022491455,13.11157108,5,0.770050049
-0.016815186,13.11202884,5,0.768371582
-0.017364502,13.11111331,5,0.767028809
-0.014953613,13.11111331,5,0.765167236
-0.017456055,13.11202884,5,0.76348877
-0.012863159,13.11172367,5,0.762329102
-0.011260986,13.11096073,5,0.760162354
-0.006912231,13.11111331,5,0.759643555
-0.00579834,13.11019779,5,0.757781982
-0.001327515,13.11096073,5,0.75680542
-0.002319336,13.1112659,5,0.755249023
-0.002883911,13.11065555,5,0.754608154
-0.004257202,13.1112659,5,0.752868652
-0.003250122,13.11111331,5,0.752624512
-0.002243042,13.11080814,5,0.750488281
0.001281738,13.11202884,5,0.750183105
-0.001541138,13.11096073,5,0.749725342
0.003097534,13.11294437,5,0.74786377
0.008865356,13.1112659,5,0.748077393
0.010864258,13.11141849,5,0.748199463
0.006378174,13.11157108,5,0.746551514
0.006729126,13.11141849,5,0.745513916
0.005264282,13.1112659,5,0.745361328
0.007217407,13.11172367,5,0.745513916
0.004959106,13.11096073,5,0.745513916
0.006958008,13.11218143,5,0.74508667
0.004974365,13.11080814,5,0.742828369
0.007217407,13.11035038,5,0.74307251
0.00553894,13.11187625,5,0.743011475
0.005813599,13.11080814,5,0.743133545
0.003005981,13.11157108,5,0.742950439
0.002471924,13.11065555,5,0.742858887
-0.001296997,13.11111331,5,0.742797852
0.00630188,13.11111331,5,0.74307251
0.009994507,13.11218143,5,0.743103027
0.016479492,13.11187625,5,0.742889404
0.019668579,13.11218143,5,0.742919922
0.028884888,13.11202884,5,0.742095947
0.015060425,13.11065555,5,0.740356445
-0.003677368,13.11202884,5,0.740264893
-0.015838623,13.11172367,5,0.740478516
-0.013381958,13.11111331,5,0.740539551
-0.015670776,13.11050296,5,0.740509033
-0.015075684,13.09921146,5,0.74029541
-0.015899658,13.1011951,5,0.740478516
-0.009918213,13.0987537,5,0.740509033
-0.020568848,13.09936405,5,0.740264893
-0.050369263,13.10043216,5,0.74041748
-0.008605957,13.09814334,5,0.74017334
0.177749634,13.09966922,5,0.740600586
0.472244263,13.09966922,5,0.740356445
0.610473633,13.09966922,5,0.740814209
0.153427124,13.09921146,5,0.74029541
-0.299804688,13.09951663,5,0.740356445
-0.406326294,13.10043216,5,0.740264893
-0.294128418,13.09951663,5,0.740386963
-0.14390564,13.09982181,5,0.741821289
-0.035446167,13.09860111,5,0.742675781
-0.000305176,13.0987537,5,0.742828369
0.017044067,13.0987537,5,0.742919922
0.02406311,13.09966922,5,0.744995117
0.027069092,13.09783817,5,0.745483398
0.026824951,13.09936405,5,0.746673584
0.034469604,13.09936405,5,0.747894287
0.03717041,13.09844852,5,0.749511719
0.040374756,13.10012699,5,0.750915527
0.043502808,13.09905887,5,0.7527771
0.048904419,13.09829593,5,0.755187988
0.055038452,13.09905887,5,0.757171631
0.067123413,13.09890628,5,0.759521484
0.076049805,13.09936405,5,0.762145996
0.091781616,13.09890628,5,0.76473999
0.102432251,13.09936405,5,0.767608643
0.114883423,13.09921146,5,0.770843506
0.123260498,13.09936405,5,0.773925781
0.132888794,13.09966922,5,0.776611328
0.118545532,13.09890628,5,0.780578613
0.087432861,13.09768558,5,0.783538818
0.028579712,13.09829593,5,0.787353516
-0.040298462,13.09844852,5,0.790802002
-0.106170654,13.09921146,5,0.794158936
-0.150558472,13.0999744,5,0.798065186
-0.178543091,13.09951663,5,0.801696777
-0.18270874,13.09905887,5,0.805541992
-0.175964355,13.0987537,5,0.809265137
-0.162261963,13.09844852,5,0.813110352
-0.154418945,13.0999744,5,0.817108154
-0.139694214,13.09814334,5,0.821105957
-0.121505737,13.09860111,5,0.8253479
-0.101547241,13.09768558,5,0.829406738
-0.090423584,13.09860111,5,0.833770752
-0.077255249,13.09921146,5,0.838409424
-0.065994263,13.09768558,5,0.843170166
-0.051483154,13.09829593,5,0.847900391
-0.047302246,13.09936405,5,0.852905273
-0.038024902,13.09890628,5,0.857025146
-0.034179688,13.09921146,5,0.862213135
-0.025756836,13.09982181,5,0.866882324
-0.023635864,13.09387088,5,0.871826172
-0.019775391,13.08669925,5,0.877197266
-0.019714355,13.08700443,5,0.8828125
-0.012161255,13.08700443,5,0.888519287
-0.014144897,13.0873096,5,0.89440918
-0.013198853,13.08578372,5,0.900390625
-0.013687134,13.08669925,5,0.906707764
-0.008010864,13.08700443,5,0.913269043
-0.009613037,13.08685184,5,0.920013428
-0.00567627,13.08669925,5,0.926452637
-0.006408691,13.08776737,5,0.933105469
-0.00201416,13.08715702,5,0.940063477
-0.006210327,13.08837772,5,0.947021484
-0.006027222,13.08822513,5,0.953887939
-0.004440308,13.08654666,5,0.960784912
-0.003860474,13.08685184,5,0.967590332
-0.005523682,13.08685184,5,0.974578857
-0.000900269,13.08700443,5,0.98147583
0.001159668,13.08639408,5,0.987854004
0.002624512,13.0873096,5,0.994537354
0.002120972,13.0873096,5,1.001281738
0.004882813,13.08624149,5,1.007629395
0.000137329,13.08654666,5,1.013916016
0.004135132,13.08715702,5,1.020263672
0.001586914,13.08776737,5,1.0262146
0.001647949,13.08776737,5,1.03237915
0.000167847,13.08654666,5,1.038208008
0.004882813,13.08715702,5,1.044067383
0.006881714,13.08807254,5,1.049926758
0.004089355,13.08685184,5,1.05581665
0.006088257,13.08761478,5,1.061309814
0.015304565,13.08685184,5,1.067138672
0.014785767,13.08746219,5,1.072631836
0.023483276,13.08746219,5,1.078491211
0.032150269,13.08654666,5,1.083587646
0.035308838,13.08669925,5,1.089630127
0.016937256,13.0873096,5,1.094970703
-0.001724243,13.08578372,5,1.100646973
-0.015701294,13.08761478,5,1.106414795
-0.014022827,13.08715702,5,1.111938477
-0.017852783,13.08700443,5,1.117431641
-0.015197754,13.08593631,5,1.122741699
-0.018753052,13.08746219,5,1.128814697
-0.019714355,13.08181644,5,1.134307861
-0.043197632,13.07449222,5,1.140014648
-0.058868408,13.0747974,5,1.145965576
0.046936035,13.07464481,5,1.151641846
0.300292969,13.07494998,5,1.157836914
0.606216431,13.07433963,5,1.163665771
0.513076782,13.07449222,5,1.169464111
-0.063446045,13.07464481,5,1.175140381
-0.383956909,13.07388187,5,1.180969238
-0.384124756,13.07418704,5,1.186767578
-0.264022827,13.07494998,5,1.193328857
-0.13458252,13.07510257,5,1.199127197
-0.037689209,13.07433963,5,1.205352783
0.000610352,13.07388187,5,1.211425781
0.016677856,13.07418704,5,1.217651367
0.018127441,13.07464481,5,1.224029541
0.025039673,13.07449222,5,1.23034668
0.029205322,13.07449222,5,1.236968994
0.034683228,13.07342411,5,1.24307251
0.03414917,13.07433963,5,1.249816895
0.043457031,13.0747974,5,1.256622314
0.049026489,13.07418704,5,1.263275146
0.059387207,13.07372928,5,1.269897461
0.066757202,13.07403446,5,1.277282715
0.073257446,13.07464481,5,1.283996582
0.080215454,13.07311893,5,1.29119873
0.097412109,13.07449222,5,1.298614502
0.111740112,13.07418704,5,1.306152344
0.123794556,13.07342411,5,1.31362915
0.128662109,13.07113529,5,1.320892334
0.133132935,13.0621326,5,1.328063965
0.108932495,13.06259037,5,1.335357666
0.064208984,13.0621326,5,1.34262085
-0.002227783,13.06274295,5,1.349700928
-0.066711426,13.06243778,5,1.356811523
-0.121673584,13.06243778,5,1.363922119
-0.154998779,13.06320072,5,1.370635986
-0.176147461,13.06320072,5,1.377532959
-0.174453735,13.06289554,5,1.384124756
-0.168548584,13.06228519,5,1.390106201
-0.153076172,13.06320072,5,1.396759033
-0.141906738,13.06243778,5,1.402740479
-0.12940979,13.05480838,5,1.408813477
-0.116607666,13.04992557,5,1.414489746
-0.101806641,13.04962039,5,1.419921875
-0.087615967,13.0508411,5,1.425048828
-0.071166992,13.04962039,5,1.429962158
-0.061950684,13.05023075,5,1.434997559
-0.04927063,13.05038333,5,1.43927002
-0.040756226,13.05053592,5,1.443664551
-0.034820557,13.0508411,5,1.447631836
-0.035705566,13.05023075,5,1.45123291
-0.029006958,13.05023075,5,1.45501709
-0.026275635,13.04901004,5,1.458068848
-0.022796631,13.05023075,5,1.460571289
-0.019882202,13.04962039,5,1.463653564
-0.01612854,13.05129886,5,1.46572876
-0.017425537,13.05038333,5,1.467956543
-0.016815186,13.04916263,5,1.470031738
-0.019378662,13.04977298,5,1.471069336
-0.014480591,13.05023075,5,1.473388672
-0.014831543,13.04992557,5,1.473937988
-0.01449585,13.04946781,5,1.475158691
-0.016616821,13.04962039,5,1.47644043
-0.014831543,13.04992557,5,1.476348877
-0.015991211,13.04992557,5,1.476409912
-0.009536743,13.05053592,5,1.476165771
-0.010162354,13.05038333,5,1.473571777
-0.007354736,13.04977298,5,1.474060059
-0.006195068,13.04946781,5,1.471832275
0.000946045,13.04962039,5,1.470611572
0.000686646,13.05023075,5,1.468505859
0.006576538,13.05023075,5,1.466064453
0.001754761,13.04931522,5,1.463531494
-0.001678467,13.05023075,5,1.460479736
0.000839233,13.05007816,5,1.457763672
0.012680054,13.04931522,5,1.454040527
0.013320923,13.04946781,5,1.450500488
0.017410278,13.05038333,5,1.446716309
0.031433105,13.05038333,5,1.44317627
0.032730103,13.04962039,5,1.438415527
0.00970459,13.05023075,5,1.434234619
-0.002288818,13.05053592,5,1.429534912
-0.011505127,13.05068851,5,1.424621582
-0.010101318,13.04962039,5,1.419616699
-0.01008606,13.04595829,5,1.414459229
-0.007141113,13.03848148,5,1.409576416
-0.005432129,13.03787113,5,1.403930664
-0.003204346,13.03848148,5,1.398376465
-0.03678894,13.03832889,5,1.392700195
-0.042251587,13.03863407,5,1.386413574
0.10055542,13.03832889,5,1.381011963
0.381546021,13.0381763,5,1.37487793
0.647109985,13.03802371,5,1.368347168
0.394714355,13.0381763,5,1.362487793
-0.175888062,13.03832889,5,1.355682373
-0.40826416,13.03878665,5,1.34954834
-0.365356445,13.03802371,5,1.343109131
-0.220947266,13.03924442,5,1.336975098
-0.094573975,13.03924442,5,1.330780029
-0.010375977,13.03848148,5,1.32409668
0.015869141,13.03863407,5,1.318389893
0.026947021,13.03771854,5,1.312194824
0.031265259,13.0381763,5,1.30557251
0.035858154,13.03848148,5,1.299224854
0.038772583,13.03802371,5,1.293121338
0.042648315,13.03802371,5,1.286865234
0.043228149,13.03954959,5,1.280212402
0.047286987,13.03893924,5,1.274078369
0.053649902,13.03893924,5,1.268035889
0.066436768,13.03878665,5,1.262268066
0.073638916,13.03710819,5,1.256134033
0.084350586,13.03802371,5,1.250305176
0.091415405,13.03832889,5,1.244812012
0.103866577,13.03954959,5,1.238555908
0.110748291,13.03832889,5,1.233062744
0.120056152,13.03924442,5,1.227294922
0.121170044,13.03924442,5,1.221954346
0.117263794,13.03802371,5,1.2159729
0.084365845,13.03832889,5,1.209991455
0.027130127,13.03893924,5,1.204162598
-0.040939331,13.03924442,5,1.19821167
-0.101531982,13.03832889,5,1.192657471
-0.150146484,13.03848148,5,1.186798096
-0.173171997,13.03848148,5,1.180877686
-0.185028076,13.03863407,5,1.175079346
-0.177886963,13.03893924,5,1.168884277
-0.165710449,13.0381763,5,1.163421631
-0.150115967,13.03726078,5,1.157653809
-0.13861084,13.02978397,5,1.151641846
-0.123626709,13.02505374,5,1.145904541
-0.111251831,13.02657962,5,1.140655518
-0.095001221,13.0256641,5,1.134643555
-0.083618164,13.0256641,5,1.129394531
-0.070129395,13.02734256,5,1.124237061
-0.059814453,13.0256641,5,1.118835449
-0.046035767,13.02520633,5,1.113647461
-0.042419434,13.02551151,5,1.108764648
-0.029937744,13.02612186,5,1.104034424
-0.030075073,13.02612186,5,1.099639893
-0.025253296,13.02413822,5,1.094970703
-0.022888184,13.02551151,5,1.090942383
-0.017623901,13.02413822,5,1.086730957
-0.022979736,13.02612186,5,1.082763672
-0.019714355,13.0256641,5,1.079071045
-0.019714355,13.02535892,5,1.075592041
-0.015716553,13.02520633,5,1.071899414
-0.015777588,13.02551151,5,1.068908691
-0.011459351,13.02551151,5,1.066009521
-0.011764526,13.02657962,5,1.063110352
-0.010681152,13.02612186,5,1.060302734
-0.013442993,13.02551151,5,1.057952881
-0.009017944,13.02474857,5,1.055389404
-0.009994507,13.02551151,5,1.05291748
-0.009918213,13.02581668,5,1.050598145
-0.009994507,13.02596927,5,1.048553467
-0.008087158,13.02642704,5,1.046813965
-0.009063721,13.02398563,5,1.045196533
-0.006210327,13.02490116,5,1.04309082
-0.006912231,13.02551151,5,1.041046143
-0.001861572,13.02612186,5,1.039550781
0.000183105,13.02642704,5,1.038482666
0.006515503,13.02581668,5,1.035919189
0.004837036,13.02581668,5,1.034912109
0.007858276,13.02581668,5,1.03338623
0.008026123,13.02642704,5,1.032073975
0.004364014,13.02673221,5,1.030761719
0.003692627,13.0256641,5,1.029449463
0.014724731,13.02535892,5,1.028442383
0.015350342,13.02535892,5,1.026702881
0.01890564,13.02596927,5,1.025909424
0.024124146,13.02581668,5,1.023651123
0.03666687,13.02596927,5,1.022338867
0.022277832,13.0256641,5,1.020904541
0.003646851,13.02459598,5,1.018859863
-0.007873535,13.0256641,5,1.017089844
-0.012298584,13.0256641,5,1.015869141
-0.013809204,13.02642704,5,1.013793945
-0.008361816,13.0256641,5,1.011627197
-0.010543823,13.02581668,5,1.009674072
-0.009078979,13.02520633,5,1.007629395
-0.034301758,13.0256641,5,1.005615234
-0.050537109,13.02535892,5,1.003234863
0.048110962,13.02520633,5,1.000610352
0.286010742,13.02596927,5,0.997528076
0.582763672,13.02520633,5,0.994842529
0.497909546,13.02535892,5,0.99130249
-0.057891846,13.02505374,5,0.987823486
-0.384246826,13.02520633,5,0.983642578
-0.382415771,13.02520633,5,0.980133057
-0.230941772,13.02520633,5,0.975708008
-0.088424683,13.02535892,5,0.971343994
-0.008880615,13.02490116,5,0.96673584
0.010879517,13.02490116,5,0.961669922
0.023254395,13.02657962,5,0.956756592
0.024780273,13.0256641,5,0.951538086
0.028747559,13.02642704,5,0.946594238
0.028427124,13.02520633,5,0.941009521
0.035293579,13.02581668,5,0.93560791
0.037826538,13.02581668,5,0.930084229
0.041809082,13.02596927,5,0.924957275
0.044067383,13.02612186,5,0.919219971
0.054824829,13.0268848,5,0.913391113
0.06312561,13.02581668,5,0.908111572
0.073318481,13.0256641,5,0.902954102
0.084411621,13.0242908,5,0.89743042
0.101547241,13.02535892,5,0.892150879
0.112365723,13.02749515,5,0.887084961
0.125320435,13.02673221,5,0.881713867
0.128005981,13.02581668,5,0.876556396
0.128601074,13.02642704,5,0.871704102
0.107116699,13.02596927,5,0.866699219
0.064147949,13.02657962,5,0.861755371
-0.006393433,13.02612186,5,0.856750488
-0.07359314,13.02490116,5,0.851654053
-0.125167847,13.0256641,5,0.84664917
-0.158920288,13.02581668,5,0.841003418
-0.180999756,13.02596927,5,0.835998535
-0.177719116,13.02581668,5,0.830963135
-0.167602539,13.0256641,5,0.825378418
-0.155212402,13.02596927,5,0.820220947
-0.146438599,13.0256641,5,0.814575195
-0.127563477,13.02551151,5,0.808868408
-0.110916138,13.02535892,5,0.80267334
-0.100540161,13.02535892,5,0.796630859
-0.090621948,13.02581668,5,0.790588379
-0.076080322,13.02596927,5,0.784332275
-0.069137573,13.02520633,5,0.777679443
-0.063049316,13.02581668,5,0.771575928
-0.058441162,13.02551151,5,0.765136719
-0.04776001,13.02505374,5,0.758300781
-0.041168213,13.02627445,5,0.752258301
-0.036758423,13.02535892,5,0.74597168
-0.036392212,13.02642704,5,0.739990234
-0.031661987,13.02535892,5,0.733795166
-0.028915405,13.02642704,5,0.727752686
-0.025177002,13.02535892,5,0.722015381
-0.022827148,13.0256641,5,0.716583252
-0.017440796,13.02627445,5,0.711273193
-0.018173218,13.02581668,5,0.7059021
-0.014907837,13.02642704,5,0.700500488
